calc_id,geom_id,mol_id,molecule_id,label,code,root,basis,method,omegaA,omegaB,omegaC,ijk,value
calc_49e8651fe0e15240,geom_b24261d06b7175b7,C32H34N2O2,geom_b24261d06b7175b7,n16,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n16,,,-0.0,0.0,0.0,zxx,0.00014284447546461334
calc_49e8651fe0e15240,geom_b24261d06b7175b7,C32H34N2O2,geom_b24261d06b7175b7,n16,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n16,,,-0.0,0.0,0.0,zxy,-0.0012447882620014983
calc_49e8651fe0e15240,geom_b24261d06b7175b7,C32H34N2O2,geom_b24261d06b7175b7,n16,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n16,,,-0.0,0.0,0.0,zxz,-0.5858097715892246
calc_49e8651fe0e15240,geom_b24261d06b7175b7,C32H34N2O2,geom_b24261d06b7175b7,n16,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n16,,,-0.0,0.0,0.0,zyx,-0.0012447882608521926
calc_49e8651fe0e15240,geom_b24261d06b7175b7,C32H34N2O2,geom_b24261d06b7175b7,n16,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n16,,,-0.0,0.0,0.0,zyy,0.017426298734005002
calc_49e8651fe0e15240,geom_b24261d06b7175b7,C32H34N2O2,geom_b24261d06b7175b7,n16,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n16,,,-0.0,0.0,0.0,zyz,-27.98842029818556
calc_49e8651fe0e15240,geom_b24261d06b7175b7,C32H34N2O2,geom_b24261d06b7175b7,n16,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n16,,,-0.0,0.0,0.0,zzx,-0.5858097715884439
calc_49e8651fe0e15240,geom_b24261d06b7175b7,C32H34N2O2,geom_b24261d06b7175b7,n16,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n16,,,-0.0,0.0,0.0,zzy,-27.9884202982455
calc_49e8651fe0e15240,geom_b24261d06b7175b7,C32H34N2O2,geom_b24261d06b7175b7,n16,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n16,,,-0.0,0.0,0.0,zzz,9.986768966755281e-05
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,xxx,-514.2596583351351
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,xxy,2118.802465779769
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,xxz,-0.00015922489775839594
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,xyx,2118.8024657799206
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,xyy,-7177.597917996823
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,xyz,9.172994123895695e-05
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,xzx,-0.00015922489667036046
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,xzy,9.172994170833924e-05
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,xzz,13.472219995901682
